---/Users/ddeboer/miniconda3/bin/count_map_covid.py---
2020-04-12 13:32:42.939843
	Using geo           CSA
	Using set           Confirmed
---> Read in run parameters.
---> Read in JHU COVID-19 data.
Reduced by 611 of 3253
	104 for location.
	507 for no count.
---> Binning data.
---> Generating dictionary - pass 1.
---> Updating JHU - pass 1.
---> Processing unbinned entries.
	2097 of 3253
	0 rebinned
	0 unassign
	2097 unbinned
0,,American Samoa,-170.132,-14.270999999999999
1,,Guam,144.7937,13.4443
2,,Northern Mariana Islands,145.6739,15.0979
3,,Puerto Rico,-66.5901,18.2208
4,,Virgin Islands,-64.8963,18.3358
7,Barbour,Alabama,-85.3871286,31.868263
10,Bullock,Alabama,-85.71265535,32.10030533
11,Butler,Alabama,-86.68057478,31.75300095
12,Calhoun,Alabama,-85.82630386,33.77483727
14,Cherokee,Alabama,-85.60638968,34.17805983
16,Choctaw,Alabama,-88.26564429999998,32.02227341
17,Clarke,Alabama,-87.83548597,31.68099859
18,Clay,Alabama,-85.85836077,33.26984193
19,Cleburne,Alabama,-85.52005899,33.67679204
20,Coffee,Alabama,-85.98901039,31.39932826
21,Colbert,Alabama,-87.80168544,34.69847452
22,Conecuh,Alabama,-86.99320044,31.43401703
24,Covington,Alabama,-86.45050893,31.247785399999998
25,Crenshaw,Alabama,-86.31593104,31.72941803
32,Etowah,Alabama,-86.04051873,34.04567266
33,Fayette,Alabama,-87.73886638,33.72076938
34,Franklin,Alabama,-87.84289505,34.44235334
36,Greene,Alabama,-87.95684022,32.85504247
37,Hale,Alabama,-87.63284988,32.76039258
42,Lamar,Alabama,-88.09668032,33.77995024
43,Lauderdale,Alabama,-87.65624729,34.90171875
48,Macon,Alabama,-85.69267724,32.38759944
50,Marengo,Alabama,-87.78796182,32.24767634
51,Marion,Alabama,-87.88704173,34.13697363
52,Marshall,Alabama,-86.30486727,34.36975964
54,Monroe,Alabama,-87.36995001,31.56729412
57,Perry,Alabama,-87.29770589,32.64048341
58,Pickens,Alabama,-88.08818103,33.28094866
59,Pike,Alabama,-85.9408295,31.80396383
60,Randolph,Alabama,-85.45708831,33.29526734
64,Sumter,Alabama,-88.19916205,32.59117397
67,Tuscaloosa,Alabama,-87.52556818,33.28726072
70,Wilcox,Alabama,-87.30891118,31.98773215
71,Winston,Alabama,-87.37325922,34.15030532
72,Aleutians East,Alaska,-161.9722021,55.32222414
73,Aleutians West,Alaska,-110.4086433,52.72541116
74,Anchorage,Alaska,-149.14269860000005,61.14998174
75,Bethel,Alaska,-159.8561831,60.90980451
76,Bristol Bay,Alaska,-156.701064,58.74513976
77,Denali,Alaska,-150.0076108,63.67264044
78,Dillingham,Alaska,-158.23819419999995,59.79603738
79,Fairbanks North Star,Alaska,-146.5692662,64.80726247
80,Haines,Alaska,-135.4679843,59.09893571
81,Hoonah-Angoon,Alaska,-135.64244240000002,58.29307365
82,Juneau,Alaska,-134.200436,58.45031811
83,Kenai Peninsula,Alaska,-151.53888840000005,60.24429722
84,Ketchikan Gateway,Alaska,-130.975561,55.57445008
85,Kodiak Island,Alaska,-153.7493579,57.65529415
86,Kusilvak,Alaska,-163.39678830000003,62.15429159999999
87,Lake and Peninsula,Alaska,-156.21405890000003,58.62403337
88,Matanuska-Susitna,Alaska,-149.5741743,62.31305045
89,Nome,Alaska,-164.0353804,64.90320724
90,North Slope,Alaska,-153.4836093,69.31479216
91,Northwest Arctic,Alaska,-159.7503946,67.04919196
92,Petersburg,Alaska,-132.9540995,57.13978948
93,Prince of Wales-Hyder,Alaska,-133.0511621,55.76261984
94,Sitka,Alaska,-135.3206587,57.24124555
95,Skagway,Alaska,-135.33377480000001,59.56149996
96,Southeast Fairbanks,Alaska,-143.2127643,63.87692095
97,Valdez-Cordova,Alaska,-144.7126799,61.47502768
98,Wrangell,Alaska,-132.05837309999998,56.3202004
99,Yakutat,Alaska,-140.36014509999998,59.890980799999994
100,Yukon-Koyukuk,Alaska,-151.39073869999999,65.50815459
101,Apache,Arizona,-109.4892383,35.39465006
102,Cochise,Arizona,-109.7516088,31.87934684
103,Coconino,Arizona,-111.77071780000001,35.83883429
105,Graham,Arizona,-109.8882178,32.93166885
106,Greenlee,Arizona,-109.2405279,33.21498827
107,La Paz,Arizona,-113.98100290000001,33.72854224
109,Mohave,Arizona,-113.7577902,35.70471703
110,Navajo,Arizona,-110.3218983,35.3997715
114,Yavapai,Arizona,-112.5538588,34.59933926
115,Yuma,Arizona,-113.90666740000002,32.76895712
116,Arkansas,Arkansas,-91.37277296,34.29145151
117,Ashley,Arkansas,-91.76984709999999,33.19153461
118,Baxter,Arkansas,-92.33782872,36.28784385
119,Benton,Arkansas,-94.25680817,36.33644656
120,Boone,Arkansas,-93.09374925,36.3084504
121,Bradley,Arkansas,-92.15980837,33.46755808
122,Calhoun,Arkansas,-92.49974403,33.55598792
123,Carroll,Arkansas,-93.54270261,36.34038560000001
124,Chicot,Arkansas,-91.29539209,33.26458973
125,Clark,Arkansas,-93.17484713,34.04613432
126,Clay,Arkansas,-90.4148172,36.36826212
127,Cleburne,Arkansas,-92.02640019,35.53864922
129,Columbia,Arkansas,-93.22642793,33.21230701
130,Conway,Arkansas,-92.70506566,35.26205537
132,Crawford,Arkansas,-94.2446814,35.58928601
